"Product ID","Product Type",Code,Name,Brand,Description,"Cost Price","Retail Price","Sale Price","Calculated Price","Fixed Shipping Price","Free Shipping",Warranty,Weight,Width,Height,Depth,"Allow Purchases","Product Visible","Product Availability","Product Inventoried","Stock Level","Low Stock Level","Date Added","Date Modified","Category Details",Images,"Page Title","META Keywords","META Description","Product Condition","Product URL","Redirect Old URL?","Product Tax Code","Product Custom Fields"
122,P,GOLU112,show-piece-pots,MelGoluDolls,"Golu dolls made with paper mache, clay and fibreglass directly from the manufacturer and sell with reasonable cost. Decorate this Navarathri with Unique collections of Golu Dolls available at MelGoluDolls. Purchase immediately before the stock gets sold. Happy Navrathri Shopping!",20.00,20.00,20.00,20.00,0.0000,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,"In Stock",N,1,0,21/09/2020,21/09/2020,"Category Name: MelGoludolls, Category Path: MelGoludolls","Product Image File: WhatsAppImage2020-09-16at6.37.58PM_3__82922.jpg, Product Image URL: http://madrasclub.com.au/product_images/l/740/WhatsAppImage2020-09-16at6.37.58PM_3__82922.jpg",,,,New,/show-piece-pots/,,,
123,P,GOLU113,hand-designed-diary,MelGoluDolls,"Golu dolls made with paper mache, clay and fibreglass directly from the manufacturer and sell with reasonable cost. Decorate this Navarathri with Unique collections of Golu Dolls available at MelGoluDolls. Purchase immediately before the stock gets sold. Happy Navrathri Shopping!",15.00,15.00,15.00,15.00,0.0000,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,"In Stock",N,10,0,21/09/2020,21/09/2020,"Category Name: MelGoludolls, Category Path: MelGoludolls","Product Image File: WhatsAppImage2020-09-16at6.37.58PM_4__38717.jpg, Product Image URL: http://madrasclub.com.au/product_images/y/600/WhatsAppImage2020-09-16at6.37.58PM_4__38717.jpg",,,,New,/hand-designed-diary/,,,
124,P,GOLU114,hand-designed-horse,MelGoluDolls,"Golu dolls made with paper mache, clay and fibreglass directly from the manufacturer and sell with reasonable cost. Decorate this Navarathri with Unique collections of Golu Dolls available at MelGoluDolls. Purchase immediately before the stock gets sold. Happy Navrathri Shopping!",10.00,10.00,10.00,10.00,0.0000,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,"In Stock",N,1,0,21/09/2020,07/10/2020,"Category Name: MelGoludolls, Category Path: MelGoludolls","Product Image File: WhatsAppImage2020-09-16at6.37.58PM_2__01355.jpg, Product Image URL: http://madrasclub.com.au/product_images/q/788/WhatsAppImage2020-09-16at6.37.58PM_2__01355.jpg",,,,New,/hand-designed-horse/,,,
125,P,GOLU115,hand-designed-elephant,MelGoluDolls,"Golu dolls made with paper mache, clay and fibreglass directly from the manufacturer and sell with reasonable cost. Decorate this Navarathri with Unique collections of Golu Dolls available at MelGoluDolls. Purchase immediately before the stock gets sold. Happy Navrathri Shopping!",10.00,10.00,10.00,10.00,0.0000,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,"In Stock",N,2,0,21/09/2020,07/10/2020,"Category Name: MelGoludolls, Category Path: MelGoludolls","Product Image File: WhatsAppImage2020-09-16at6.37.58PM_1__09682.jpg, Product Image URL: http://madrasclub.com.au/product_images/i/566/WhatsAppImage2020-09-16at6.37.58PM_1__09682.jpg",,,,New,/hand-designed-elephant/,,,
126,P,GOLU116,dolls,MelGoluDolls,"Golu dolls made with paper mache, clay and fibreglass directly from the manufacturer and sell with reasonable cost. Decorate this Navarathri with Unique collections of Golu Dolls available at MelGoluDolls. Purchase immediately before the stock gets sold. Happy Navrathri Shopping!",13.20,13.20,13.20,13.20,0.0000,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,"In Stock",Y,15,0,21/09/2020,16/10/2020,"Category Name: MelGoludolls, Category Path: MelGoludolls","Product Image File: WhatsAppImage2020-09-16at6.37.58PM__41153.jpg, Product Image URL: http://madrasclub.com.au/product_images/q/834/WhatsAppImage2020-09-16at6.37.58PM__41153.jpg|Product Image File: Soldout__15174.jpg, Product Image URL: http://madrasclub.com.au/product_images/a/097/Soldout__15174.jpg",,,,New,/dolls/,,,
127,P,GOLU117,kumkum-box,MelGoluDolls,"Golu dolls made with paper mache, clay and fibreglass directly from the manufacturer and sell with reasonable cost. Decorate this Navarathri with Unique collections of Golu Dolls available at MelGoluDolls. Purchase immediately before the stock gets sold. Happy Navrathri Shopping!",20.00,20.00,20.00,20.00,0.0000,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,"In Stock",N,2,0,21/09/2020,21/09/2020,"Category Name: MelGoludolls, Category Path: MelGoludolls","Product Image File: WhatsAppImage2020-09-16at6.37.57PM_1__70244.jpg, Product Image URL: http://madrasclub.com.au/product_images/q/791/WhatsAppImage2020-09-16at6.37.57PM_1__70244.jpg",,,,New,/kumkum-box/,,,
128,P,GOLU118,small-bag,MelGoluDolls,"Golu dolls made with paper mache, clay and fibreglass directly from the manufacturer and sell with reasonable cost. Decorate this Navarathri with Unique collections of Golu Dolls available at MelGoluDolls. Purchase immediately before the stock gets sold. Happy Navrathri Shopping!",15.00,15.00,15.00,15.00,0.0000,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,"In Stock",N,10,0,21/09/2020,21/09/2020,"Category Name: MelGoludolls, Category Path: MelGoludolls","Product Image File: WhatsAppImage2020-09-16at6.37.57PM__78098.jpg, Product Image URL: http://madrasclub.com.au/product_images/i/118/WhatsAppImage2020-09-16at6.37.57PM__78098.jpg",,,,New,/small-bag/,,,
129,P,GOLU120,cloth-bags,MelGoluDolls,"Golu dolls made with paper mache, clay and fibreglass directly from the manufacturer and sell with reasonable cost. Decorate this Navarathri with Unique collections of Golu Dolls available at MelGoluDolls. Purchase immediately before the stock gets sold. Happy Navrathri Shopping!",15.00,15.00,15.00,15.00,0.0000,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,"In Stock",N,4,0,21/09/2020,21/09/2020,"Category Name: MelGoludolls, Category Path: MelGoludolls","Product Image File: WhatsAppImage2020-09-16at6.24.26PM_76__55016.jpg, Product Image URL: http://madrasclub.com.au/product_images/o/562/WhatsAppImage2020-09-16at6.24.26PM_76__55016.jpg|Product Image File: WhatsAppImage2020-09-16at6.24.26PM_77__47516.jpg, Product Image URL: http://madrasclub.com.au/product_images/l/889/WhatsAppImage2020-09-16at6.24.26PM_77__47516.jpg",,,,New,/cloth-bags/,,,
130,P,GOLU121,black-hanging-bag,MelGoluDolls,"Golu dolls made with paper mache, clay and fibreglass directly from the manufacturer and sell with reasonable cost. Decorate this Navarathri with Unique collections of Golu Dolls available at MelGoluDolls. Purchase immediately before the stock gets sold. Happy Navrathri Shopping!",18.00,18.00,18.00,18.00,0.0000,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,"In Stock",Y,10,0,21/09/2020,16/10/2020,"Category Name: MelGoludolls, Category Path: MelGoludolls","Product Image File: WhatsAppImage2020-09-16at6.24.26PM_75__93634.jpg, Product Image URL: http://madrasclub.com.au/product_images/m/126/WhatsAppImage2020-09-16at6.24.26PM_75__93634.jpg|Product Image File: Soldout__60680.jpg, Product Image URL: http://madrasclub.com.au/product_images/n/484/Soldout__60680.jpg",,,,New,/black-hanging-bag/,,,
131,P,GOLU122,hanuman-lakshman,MelGoluDolls,"Golu dolls made with paper mache, clay and fibreglass directly from the manufacturer and sell with reasonable cost. Decorate this Navarathri with Unique collections of Golu Dolls available at MelGoluDolls. Purchase immediately before the stock gets sold. Happy Navrathri Shopping!",88.00,88.00,88.00,88.00,0.0000,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,"In Stock",N,1,0,21/09/2020,21/09/2020,"Category Name: MelGoludolls, Category Path: MelGoludolls","Product Image File: WhatsAppImage2020-09-16at6.24.26PM_74__15214.jpg, Product Image URL: http://madrasclub.com.au/product_images/x/676/WhatsAppImage2020-09-16at6.24.26PM_74__15214.jpg",,,,New,/hanuman-lakshman/,,,
132,P,GOLU123,krishna-radha,MelGoluDolls,"Golu dolls made with paper mache, clay and fibreglass directly from the manufacturer and sell with reasonable cost. Decorate this Navarathri with Unique collections of Golu Dolls available at MelGoluDolls. Purchase immediately before the stock gets sold. Happy Navrathri Shopping!",62.00,62.00,62.00,62.00,0.0000,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,"In Stock",N,2,0,21/09/2020,21/09/2020,"Category Name: MelGoludolls, Category Path: MelGoludolls","Product Image File: WhatsAppImage2020-09-16at6.24.26PM_73__69811.jpg, Product Image URL: http://madrasclub.com.au/product_images/b/400/WhatsAppImage2020-09-16at6.24.26PM_73__69811.jpg",,,,New,/krishna-radha/,,,
133,P,GOLU124,anjaneya,MelGoluDolls,"Golu dolls made with paper mache, clay and fibreglass directly from the manufacturer and sell with reasonable cost. Decorate this Navarathri with Unique collections of Golu Dolls available at MelGoluDolls. Purchase immediately before the stock gets sold. Happy Navrathri Shopping!",85.00,85.00,85.00,85.00,0.0000,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,"In Stock",N,1,0,21/09/2020,21/09/2020,"Category Name: MelGoludolls, Category Path: MelGoludolls","Product Image File: WhatsAppImage2020-09-16at6.24.26PM_72__03146.jpg, Product Image URL: http://madrasclub.com.au/product_images/w/867/WhatsAppImage2020-09-16at6.24.26PM_72__03146.jpg",,,,New,/anjaneya/,,,
134,P,GOLU125,murugan,MelGoluDolls,"Golu dolls made with paper mache, clay and fibreglass directly from the manufacturer and sell with reasonable cost. Decorate this Navarathri with Unique collections of Golu Dolls available at MelGoluDolls. Purchase immediately before the stock gets sold. Happy Navrathri Shopping!",105.00,105.00,105.00,105.00,0.0000,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,"In Stock",N,1,0,21/09/2020,16/10/2020,"Category Name: MelGoludolls, Category Path: MelGoludolls","Product Image File: WhatsAppImage2020-09-16at6.24.26PM_70__77536.jpg, Product Image URL: http://madrasclub.com.au/product_images/b/593/WhatsAppImage2020-09-16at6.24.26PM_70__77536.jpg",,,,New,/murugan/,,,
135,P,GOLU126,krishna-lifting-mount-govardhana,MelGoluDolls,"Golu dolls made with paper mache, clay and fibreglass directly from the manufacturer and sell with reasonable cost. Decorate this Navarathri with Unique collections of Golu Dolls available at MelGoluDolls. Purchase immediately before the stock gets sold. Happy Navrathri Shopping!",82.00,82.00,82.00,82.00,0.0000,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,"In Stock",N,1,0,21/09/2020,21/09/2020,"Category Name: MelGoludolls, Category Path: MelGoludolls","Product Image File: WhatsAppImage2020-09-16at6.24.26PM_69__48287.jpg, Product Image URL: http://madrasclub.com.au/product_images/e/698/WhatsAppImage2020-09-16at6.24.26PM_69__48287.jpg",,,,New,/krishna-lifting-mount-govardhana/,,,
136,P,GOLU127,bharathiyar,MelGoluDolls,"Golu dolls made with paper mache, clay and fibreglass directly from the manufacturer and sell with reasonable cost. Decorate this Navarathri with Unique collections of Golu Dolls available at MelGoluDolls. Purchase immediately before the stock gets sold. Happy Navrathri Shopping!",41.00,41.00,41.00,41.00,0.0000,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,"In Stock",N,1,0,21/09/2020,16/10/2020,"Category Name: MelGoludolls, Category Path: MelGoludolls","Product Image File: WhatsAppImage2020-09-16at6.24.26PM_66__21375.jpg, Product Image URL: http://madrasclub.com.au/product_images/d/664/WhatsAppImage2020-09-16at6.24.26PM_66__21375.jpg",,,,New,/bharathiyar/,,,
137,P,GOLU128,standing-krishna,MelGoluDolls,"Golu dolls made with paper mache, clay and fibreglass directly from the manufacturer and sell with reasonable cost. Decorate this Navarathri with Unique collections of Golu Dolls available at MelGoluDolls. Purchase immediately before the stock gets sold. Happy Navrathri Shopping!",49.00,49.00,49.00,49.00,0.0000,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,"In Stock",Y,3,0,21/09/2020,07/10/2020,"Category Name: MelGoludolls, Category Path: MelGoludolls","Product Image File: WhatsAppImage2020-09-16at6.24.26PM_65__10099.jpg, Product Image URL: http://madrasclub.com.au/product_images/t/941/WhatsAppImage2020-09-16at6.24.26PM_65__10099.jpg",,,,New,/standing-krishna/,,,
138,P,GOLU129,narasimha-breaking-vault,MelGoluDolls,"Golu dolls made with paper mache, clay and fibreglass directly from the manufacturer and sell with reasonable cost. Decorate this Navarathri with Unique collections of Golu Dolls available at MelGoluDolls. Purchase immediately before the stock gets sold. Happy Navrathri Shopping!",105.00,105.00,105.00,105.00,0.0000,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,"In Stock",N,0,0,21/09/2020,21/09/2020,"Category Name: MelGoludolls, Category Path: MelGoludolls","Product Image File: WhatsAppImage2020-09-16at6.24.26PM_64__32751.jpg, Product Image URL: http://madrasclub.com.au/product_images/y/511/WhatsAppImage2020-09-16at6.24.26PM_64__32751.jpg",,,,New,/narasimha-breaking-vault/,,,
139,P,GOLU131,marriage-set,MelGoluDolls,"Golu dolls made with paper mache, clay and fibreglass directly from the manufacturer and sell with reasonable cost. Decorate this Navarathri with Unique collections of Golu Dolls available at MelGoluDolls. Purchase immediately before the stock gets sold. Happy Navrathri Shopping!",110.00,110.00,110.00,110.00,0.0000,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,"In Stock",Y,0,0,21/09/2020,14/10/2020,"Category Name: MelGoludolls, Category Path: MelGoludolls","Product Image File: WhatsAppImage2020-09-16at6.24.26PM_63__07291.jpg, Product Image URL: http://madrasclub.com.au/product_images/u/032/WhatsAppImage2020-09-16at6.24.26PM_63__07291.jpg|Product Image File: WhatsAppImage2020-09-16at6.24.26PM_62__64471.jpg, Product Image URL: http://madrasclub.com.au/product_images/b/231/WhatsAppImage2020-09-16at6.24.26PM_62__64471.jpg|Product Image File: Soldout__02830.jpg, Product Image URL: http://madrasclub.com.au/product_images/u/767/Soldout__02830.jpg",,,,New,/marriage-set/,,,
140,P,GOLU132,kalinga-mardhanam,MelGoluDolls,"Golu dolls made with paper mache, clay and fibreglass directly from the manufacturer and sell with reasonable cost. Decorate this Navarathri with Unique collections of Golu Dolls available at MelGoluDolls. Purchase immediately before the stock gets sold. Happy Navrathri Shopping!",55.00,55.00,55.00,55.00,0.0000,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,"In Stock",Y,1,0,21/09/2020,13/10/2020,"Category Name: MelGoludolls, Category Path: MelGoludolls","Product Image File: WhatsAppImage2020-09-16at6.24.26PM_61__39972.jpg, Product Image URL: http://madrasclub.com.au/product_images/l/126/WhatsAppImage2020-09-16at6.24.26PM_61__39972.jpg|Product Image File: Soldout__59995.jpg, Product Image URL: http://madrasclub.com.au/product_images/c/745/Soldout__59995.jpg",,,,New,/kalinga-mardhanam/,,,
141,P,GOLU133,krishna-leela,MelGoluDolls,"Golu dolls made with paper mache, clay and fibreglass directly from the manufacturer and sell with reasonable cost. Decorate this Navarathri with Unique collections of Golu Dolls available at MelGoluDolls. Purchase immediately before the stock gets sold. Happy Navrathri Shopping!",66.66,66.66,66.66,66.66,0.0000,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,"In Stock",Y,2,0,21/09/2020,13/10/2020,"Category Name: MelGoludolls, Category Path: MelGoludolls","Product Image File: WhatsAppImage2020-09-16at6.24.26PM_59__52174.jpg, Product Image URL: http://madrasclub.com.au/product_images/q/508/WhatsAppImage2020-09-16at6.24.26PM_59__52174.jpg|Product Image File: Soldout__86958.jpg, Product Image URL: http://madrasclub.com.au/product_images/l/969/Soldout__86958.jpg",,,,New,/krishna-leela/,,,
142,P,GOLU134,buddha,MelGoluDolls,"Golu dolls made with paper mache, clay and fibreglass directly from the manufacturer and sell with reasonable cost. Decorate this Navarathri with Unique collections of Golu Dolls available at MelGoluDolls. Purchase immediately before the stock gets sold. Happy Navrathri Shopping!",90.00,90.00,90.00,90.00,0.0000,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,"In Stock",N,1,0,21/09/2020,21/09/2020,"Category Name: MelGoludolls, Category Path: MelGoludolls","Product Image File: WhatsAppImage2020-09-16at6.24.26PM_58__06813.jpg, Product Image URL: http://madrasclub.com.au/product_images/f/516/WhatsAppImage2020-09-16at6.24.26PM_58__06813.jpg",,,,New,/buddha/,,,
143,P,GOLU135,"Saraswathi Big",MelGoluDolls,"Golu dolls made with paper mache, clay and fibreglass directly from the manufacturer and sell with reasonable cost. Decorate this Navarathri with Unique collections of Golu Dolls available at MelGoluDolls. Purchase immediately before the stock gets sold. Happy Navrathri Shopping!",70.00,70.00,70.00,70.00,0.0000,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,"In Stock",N,1,0,21/09/2020,15/10/2020,"Category Name: MelGoludolls, Category Path: MelGoludolls","Product Image File: WhatsAppImage2020-09-16at6.24.26PM_57__18384.jpg, Product Image URL: http://madrasclub.com.au/product_images/r/854/WhatsAppImage2020-09-16at6.24.26PM_57__18384.jpg",,,,New,/saraswathi-1/,,,
144,P,GOLU136,"Lakshmi Big",MelGoluDolls,"Golu dolls made with paper mache, clay and fibreglass directly from the manufacturer and sell with reasonable cost. Decorate this Navarathri with Unique collections of Golu Dolls available at MelGoluDolls. Purchase immediately before the stock gets sold. Happy Navrathri Shopping!",70.00,70.00,70.00,70.00,0.0000,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,"In Stock",N,1,0,21/09/2020,07/10/2020,"Category Name: MelGoludolls, Category Path: MelGoludolls","Product Image File: WhatsAppImage2020-09-16at6.24.26PM_56__40308.jpg, Product Image URL: http://madrasclub.com.au/product_images/d/601/WhatsAppImage2020-09-16at6.24.26PM_56__40308.jpg","Lakshmi Big",,,New,/lakshmi-1/,,,
145,P,GOLU139,therukoothu,MelGoluDolls,"Golu dolls made with paper mache, clay and fibreglass directly from the manufacturer and sell with reasonable cost. Decorate this Navarathri with Unique collections of Golu Dolls available at MelGoluDolls. Purchase immediately before the stock gets sold. Happy Navrathri Shopping!",62.00,62.00,62.00,62.00,0.0000,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,"In Stock",Y,0,0,21/09/2020,15/10/2020,"Category Name: MelGoludolls, Category Path: MelGoludolls","Product Image File: WhatsAppImage2020-09-16at6.24.26PM_52__67488.jpg, Product Image URL: http://madrasclub.com.au/product_images/t/347/WhatsAppImage2020-09-16at6.24.26PM_52__67488.jpg|Product Image File: WhatsAppImage2020-09-16at6.24.26PM_51__98968.jpg, Product Image URL: http://madrasclub.com.au/product_images/r/375/WhatsAppImage2020-09-16at6.24.26PM_51__98968.jpg|Product Image File: WhatsAppImage2020-09-16at6.24.26PM_54__32031.jpg, Product Image URL: http://madrasclub.com.au/product_images/o/934/WhatsAppImage2020-09-16at6.24.26PM_54__32031.jpg|Product Image File: Soldout__14901.jpg, Product Image URL: http://madrasclub.com.au/product_images/b/932/Soldout__14901.jpg",,,,New,/therukoothu/,,,
146,P,GOLU140,dakshinamoorthy,MelGoluDolls,"Golu dolls made with paper mache, clay and fibreglass directly from the manufacturer and sell with reasonable cost. Decorate this Navarathri with Unique collections of Golu Dolls available at MelGoluDolls. Purchase immediately before the stock gets sold. Happy Navrathri Shopping!",55.00,55.00,55.00,55.00,0.0000,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,"In Stock",N,1,0,21/09/2020,15/10/2020,"Category Name: MelGoludolls, Category Path: MelGoludolls","Product Image File: WhatsAppImage2020-09-16at6.24.26PM_53__62084.jpg, Product Image URL: http://madrasclub.com.au/product_images/v/728/WhatsAppImage2020-09-16at6.24.26PM_53__62084.jpg",,,,New,/dakshinamoorthy/,,,
147,P,GOLU141,pancha-mugha-anjaneyar,MelGoluDolls,"Golu dolls made with paper mache, clay and fibreglass directly from the manufacturer and sell with reasonable cost. Decorate this Navarathri with Unique collections of Golu Dolls available at MelGoluDolls. Purchase immediately before the stock gets sold. Happy Navrathri Shopping!",88.00,88.00,88.00,88.00,0.0000,N,,0.0000,0.0000,0.0000,0.0000,Y,Y,"In Stock",N,1,0,21/09/2020,15/10/2020,"Category Name: MelGoludolls, Category Path: MelGoludolls","Product Image File: WhatsAppImage2020-09-16at6.24.26PM_50__87215.jpg, Product Image URL: http://madrasclub.com.au/product_images/o/049/WhatsAppImage2020-09-16at6.24.26PM_50__87215.jpg",,,,New,/pancha-mugha-anjaneyar/,,,
